CustomerID,SegmentName,Rank,Recommended,Method
13500,At-Risk,4,PARTY BUNTING,Segment Fallback
13500,At-Risk,5,ASSORTED COLOUR BIRD ORNAMENT,Segment Fallback
13501,Lost,1,WHITE HANGING HEART T-LIGHT HOLDER,Segment Fallback
13501,Lost,2,REGENCY CAKESTAND 3 TIER,Segment Fallback
13501,Lost,3,ASSORTED COLOUR BIRD ORNAMENT,Segment Fallback
13501,Lost,4,NATURAL SLATE HEART CHALKBOARD ,Segment Fallback
13501,Lost,5,PARTY BUNTING,Segment Fallback
13502,Lost,1,WOODEN STAR CHRISTMAS SCANDINAVIAN,Collaborative Filtering
13502,Lost,2,WHITE HANGING HEART T-LIGHT HOLDER,Collaborative Filtering
13502,Lost,3,WOODEN PICTURE FRAME WHITE FINISH,Collaborative Filtering
13502,Lost,4,WOODEN TREE CHRISTMAS SCANDINAVIAN,Collaborative Filtering
13502,Lost,5,PACK OF 72 RETROSPOT CAKE CASES,Collaborative Filtering
13503,At-Risk,1,REGENCY CAKESTAND 3 TIER,Segment Fallback
13503,At-Risk,2,WHITE HANGING HEART T-LIGHT HOLDER,Segment Fallback
13503,At-Risk,3,BAKING SET 9 PIECE RETROSPOT ,Segment Fallback
13503,At-Risk,4,PARTY BUNTING,Segment Fallback
13503,At-Risk,5,ASSORTED COLOUR BIRD ORNAMENT,Segment Fallback
13505,Loyal,1,LUNCH BAG RED RETROSPOT,Collaborative Filtering
13505,Loyal,2,LUNCH BAG SPACEBOY DESIGN ,Collaborative Filtering
13505,Loyal,3,SPACEBOY LUNCH BOX ,Collaborative Filtering
13505,Loyal,4,SET/20 RED RETROSPOT PAPER NAPKINS ,Collaborative Filtering
13505,Loyal,5,LUNCH BAG WOODLAND,Collaborative Filtering
13506,Lost,1,VINTAGE SNAP CARDS,Collaborative Filtering
13506,Lost,2,WOODEN BOX OF DOMINOES,Collaborative Filtering
13506,Lost,3,REGENCY CAKESTAND 3 TIER,Collaborative Filtering
13506,Lost,4,WHITE HANGING HEART T-LIGHT HOLDER,Collaborative Filtering
13506,Lost,5,VINTAGE HEADS AND TAILS CARD GAME ,Collaborative Filtering
13507,At-Risk,1,REGENCY CAKESTAND 3 TIER,Collaborative Filtering
13507,At-Risk,2,LUNCH BAG RED RETROSPOT,Collaborative Filtering
13507,At-Risk,3,WOODEN PICTURE FRAME WHITE FINISH,Collaborative Filtering
13507,At-Risk,4,RECIPE BOX PANTRY YELLOW DESIGN,Collaborative Filtering
13507,At-Risk,5,PAPER CHAIN KIT 50'S CHRISTMAS ,Collaborative Filtering
13508,Lost,1,WHITE HANGING HEART T-LIGHT HOLDER,Segment Fallback
13508,Lost,2,REGENCY CAKESTAND 3 TIER,Segment Fallback
13508,Lost,3,ASSORTED COLOUR BIRD ORNAMENT,Segment Fallback
13508,Lost,4,NATURAL SLATE HEART CHALKBOARD ,Segment Fallback
13508,Lost,5,PARTY BUNTING,Segment Fallback
13509,Loyal,1,RED RETROSPOT CUP,Collaborative Filtering
13509,Loyal,2,PINK  POLKADOT CUP,Collaborative Filtering
13509,Loyal,3,BLUE POLKADOT CUP,Collaborative Filtering
13509,Loyal,4,RETROSPOT PARTY BAG + STICKER SET,Collaborative Filtering
13509,Loyal,5,PACK OF 72 RETROSPOT CAKE CASES,Collaborative Filtering
13510,At-Risk,1,LUNCH BAG RED RETROSPOT,Collaborative Filtering
13510,At-Risk,2,LUNCH BAG SPACEBOY DESIGN ,Collaborative Filtering
13510,At-Risk,3,LUNCH BAG ALPHABET DESIGN,Collaborative Filtering
13510,At-Risk,4,LUNCH BAG  BLACK SKULL.,Collaborative Filtering
13510,At-Risk,5,LUNCH BAG CARS BLUE,Collaborative Filtering
13512,Lost,1,WHITE HANGING HEART T-LIGHT HOLDER,Segment Fallback
13512,Lost,2,REGENCY CAKESTAND 3 TIER,Segment Fallback
13512,Lost,3,ASSORTED COLOUR BIRD ORNAMENT,Segment Fallback
13512,Lost,4,NATURAL SLATE HEART CHALKBOARD ,Segment Fallback
13512,Lost,5,PARTY BUNTING,Segment Fallback
13513,At-Risk,1,REGENCY CAKESTAND 3 TIER,Segment Fallback
13513,At-Risk,2,WHITE HANGING HEART T-LIGHT HOLDER,Segment Fallback
13513,At-Risk,3,BAKING SET 9 PIECE RETROSPOT ,Segment Fallback
13513,At-Risk,4,PARTY BUNTING,Segment Fallback
13513,At-Risk,5,ASSORTED COLOUR BIRD ORNAMENT,Segment Fallback
13514,At-Risk,1,REGENCY CAKESTAND 3 TIER,Segment Fallback
13514,At-Risk,2,WHITE HANGING HEART T-LIGHT HOLDER,Segment Fallback
13514,At-Risk,3,BAKING SET 9 PIECE RETROSPOT ,Segment Fallback
13514,At-Risk,4,PARTY BUNTING,Segment Fallback
13514,At-Risk,5,ASSORTED COLOUR BIRD ORNAMENT,Segment Fallback
13515,Loyal,1,LUNCH BAG RED RETROSPOT,Collaborative Filtering
13515,Loyal,2,LUNCH BAG SPACEBOY DESIGN ,Collaborative Filtering
13515,Loyal,3,LUNCH BAG PINK POLKADOT,Collaborative Filtering
13515,Loyal,4,LUNCH BAG ALPHABET DESIGN,Collaborative Filtering
13515,Loyal,5,LUNCH BAG  BLACK SKULL.,Collaborative Filtering
13516,Loyal,1,SET OF 3 CAKE TINS PANTRY DESIGN ,Collaborative Filtering
13516,Loyal,2,SET OF 60 PANTRY DESIGN CAKE CASES ,Collaborative Filtering
13516,Loyal,3,SET OF 4 PANTRY JELLY MOULDS,Collaborative Filtering
13516,Loyal,4,JAM MAKING SET PRINTED,Collaborative Filtering
13516,Loyal,5,SET OF 3 REGENCY CAKE TINS,Collaborative Filtering
13517,At-Risk,1,SET OF 3 CAKE TINS PANTRY DESIGN ,Collaborative Filtering
13517,At-Risk,2,HOT WATER BOTTLE KEEP CALM,Collaborative Filtering
13517,At-Risk,3,PARTY BUNTING,Collaborative Filtering
13517,At-Risk,4,PACK OF 72 RETROSPOT CAKE CASES,Collaborative Filtering
13517,At-Risk,5,LUNCH BAG RED RETROSPOT,Collaborative Filtering
13518,At-Risk,1,REGENCY CAKESTAND 3 TIER,Segment Fallback
13518,At-Risk,2,WHITE HANGING HEART T-LIGHT HOLDER,Segment Fallback
13518,At-Risk,3,BAKING SET 9 PIECE RETROSPOT ,Segment Fallback
13518,At-Risk,4,PARTY BUNTING,Segment Fallback
13518,At-Risk,5,ASSORTED COLOUR BIRD ORNAMENT,Segment Fallback
13519,At-Risk,1,REGENCY CAKESTAND 3 TIER,Segment Fallback
13519,At-Risk,2,WHITE HANGING HEART T-LIGHT HOLDER,Segment Fallback
13519,At-Risk,3,BAKING SET 9 PIECE RETROSPOT ,Segment Fallback
13519,At-Risk,4,PARTY BUNTING,Segment Fallback
13519,At-Risk,5,ASSORTED COLOUR BIRD ORNAMENT,Segment Fallback
13520,Loyal,1,LUNCH BAG WOODLAND,Collaborative Filtering
13520,Loyal,2,LUNCH BAG RED RETROSPOT,Collaborative Filtering
13520,Loyal,3,LUNCH BAG SPACEBOY DESIGN ,Collaborative Filtering
13520,Loyal,4,LUNCH BAG APPLE DESIGN,Collaborative Filtering
13520,Loyal,5,SPACEBOY LUNCH BOX ,Collaborative Filtering
13523,Loyal,1,SET OF 3 CAKE TINS PANTRY DESIGN ,Collaborative Filtering
13523,Loyal,2,SET OF 4 PANTRY JELLY MOULDS,Collaborative Filtering
13523,Loyal,3,REGENCY CAKESTAND 3 TIER,Collaborative Filtering
13523,Loyal,4,SPOTTY BUNTING,Collaborative Filtering
13523,Loyal,5,GINGERBREAD MAN COOKIE CUTTER,Collaborative Filtering
13524,At-Risk,1,CERAMIC STRAWBERRY CAKE MONEY BANK,Collaborative Filtering
13524,At-Risk,2,RED HANGING HEART T-LIGHT HOLDER,Collaborative Filtering
13524,At-Risk,3,MINI CAKE STAND WITH HANGING CAKES,Collaborative Filtering
13524,At-Risk,4,CERAMIC STRAWBERRY DESIGN MUG,Collaborative Filtering
13524,At-Risk,5,CERAMIC CHERRY CAKE MONEY BANK,Collaborative Filtering
13525,Lost,1,WHITE HANGING HEART T-LIGHT HOLDER,Segment Fallback
13525,Lost,2,REGENCY CAKESTAND 3 TIER,Segment Fallback
13525,Lost,3,ASSORTED COLOUR BIRD ORNAMENT,Segment Fallback
13525,Lost,4,NATURAL SLATE HEART CHALKBOARD ,Segment Fallback
13525,Lost,5,PARTY BUNTING,Segment Fallback
13527,Loyal,1,WHITE HANGING HEART T-LIGHT HOLDER,Collaborative Filtering
13527,Loyal,2,GARDENERS KNEELING PAD KEEP CALM ,Collaborative Filtering
13527,Loyal,3,GARDENERS KNEELING PAD CUP OF TEA ,Collaborative Filtering
13527,Loyal,4,PAPER CHAIN KIT 50'S CHRISTMAS ,Collaborative Filtering
13527,Loyal,5,LUNCH BAG RED RETROSPOT,Collaborative Filtering
13529,At-Risk,1,SPACEBOY LUNCH BOX ,Collaborative Filtering
13529,At-Risk,2,DOLLY GIRL LUNCH BOX,Collaborative Filtering
13529,At-Risk,3,LUNCH BAG SPACEBOY DESIGN ,Collaborative Filtering
13529,At-Risk,4,CHILDRENS APRON SPACEBOY DESIGN,Collaborative Filtering
13529,At-Risk,5,SPACEBOY CHILDRENS BOWL,Collaborative Filtering
13531,At-Risk,1,JUMBO BAG STRAWBERRY,Collaborative Filtering
13531,At-Risk,2,LUNCH BAG RED RETROSPOT,Collaborative Filtering
13531,At-Risk,3,JUMBO BAG PINK VINTAGE PAISLEY,Collaborative Filtering
13531,At-Risk,4,JUMBO STORAGE BAG SUKI,Collaborative Filtering
13531,At-Risk,5,JUMBO BAG ALPHABET,Collaborative Filtering
13533,At-Risk,1,60 TEATIME FAIRY CAKE CASES,Collaborative Filtering
13533,At-Risk,2,PACK OF 72 RETROSPOT CAKE CASES,Collaborative Filtering
13533,At-Risk,3,SET OF 4 PANTRY JELLY MOULDS,Collaborative Filtering
13533,At-Risk,4,72 SWEETHEART FAIRY CAKE CASES,Collaborative Filtering
13533,At-Risk,5,GIN + TONIC DIET METAL SIGN,Collaborative Filtering
13534,Loyal,1,LUNCH BAG VINTAGE DOILY ,Collaborative Filtering
13534,Loyal,2,WHITE HANGING HEART T-LIGHT HOLDER,Collaborative Filtering
13534,Loyal,3,RED RETROSPOT PICNIC BAG,Collaborative Filtering
13534,Loyal,4,PACK OF 72 RETROSPOT CAKE CASES,Collaborative Filtering
13534,Loyal,5,GARDENERS KNEELING PAD CUP OF TEA ,Collaborative Filtering
13536,At-Risk,1,REGENCY CAKESTAND 3 TIER,Segment Fallback
13536,At-Risk,2,WHITE HANGING HEART T-LIGHT HOLDER,Segment Fallback
13536,At-Risk,3,BAKING SET 9 PIECE RETROSPOT ,Segment Fallback
13536,At-Risk,4,PARTY BUNTING,Segment Fallback
13536,At-Risk,5,ASSORTED COLOUR BIRD ORNAMENT,Segment Fallback
13538,Loyal,1,DOORMAT RED RETROSPOT,Collaborative Filtering
13538,Loyal,2,DOORMAT HEARTS,Collaborative Filtering
13538,Loyal,3,DOORMAT ENGLISH ROSE ,Collaborative Filtering
13538,Loyal,4,DOORMAT HOME SWEET HOME BLUE ,Collaborative Filtering
13538,Loyal,5,DOORMAT WELCOME PUPPIES,Collaborative Filtering
13539,Loyal,1,LUNCH BAG RED RETROSPOT,Collaborative Filtering
13539,Loyal,2,LUNCH BAG SPACEBOY DESIGN ,Collaborative Filtering
13539,Loyal,3,LUNCH BAG  BLACK SKULL.,Collaborative Filtering
13539,Loyal,4,WHITE HANGING HEART T-LIGHT HOLDER,Collaborative Filtering
13539,Loyal,5,LUNCH BAG SUKI DESIGN ,Collaborative Filtering
13544,Lost,1,WHITE HANGING HEART T-LIGHT HOLDER,Segment Fallback
13544,Lost,2,REGENCY CAKESTAND 3 TIER,Segment Fallback
13544,Lost,3,ASSORTED COLOUR BIRD ORNAMENT,Segment Fallback
13544,Lost,4,NATURAL SLATE HEART CHALKBOARD ,Segment Fallback
13544,Lost,5,PARTY BUNTING,Segment Fallback
13546,Lost,1,WHITE HANGING HEART T-LIGHT HOLDER,Segment Fallback
13546,Lost,2,REGENCY CAKESTAND 3 TIER,Segment Fallback
13546,Lost,3,ASSORTED COLOUR BIRD ORNAMENT,Segment Fallback
13546,Lost,4,NATURAL SLATE HEART CHALKBOARD ,Segment Fallback
13546,Lost,5,PARTY BUNTING,Segment Fallback
13548,At-Risk,1,LUNCH BAG RED RETROSPOT,Collaborative Filtering
13548,At-Risk,2,PACK OF 72 RETROSPOT CAKE CASES,Collaborative Filtering
13548,At-Risk,3,WHITE HANGING HEART T-LIGHT HOLDER,Collaborative Filtering
13548,At-Risk,4,HEART OF WICKER SMALL,Collaborative Filtering
13548,At-Risk,5,GARDENERS KNEELING PAD CUP OF TEA ,Collaborative Filtering
13549,At-Risk,1,SET OF 3 CAKE TINS PANTRY DESIGN ,Collaborative Filtering
13549,At-Risk,2,HEART OF WICKER LARGE,Collaborative Filtering
13549,At-Risk,3,SPOTTY BUNTING,Collaborative Filtering
13549,At-Risk,4,LUNCH BAG RED RETROSPOT,Collaborative Filtering
13549,At-Risk,5,WOODEN FRAME ANTIQUE WHITE ,Collaborative Filtering
13551,Lost,1,WHITE HANGING HEART T-LIGHT HOLDER,Segment Fallback
13551,Lost,2,REGENCY CAKESTAND 3 TIER,Segment Fallback
13551,Lost,3,ASSORTED COLOUR BIRD ORNAMENT,Segment Fallback
13551,Lost,4,NATURAL SLATE HEART CHALKBOARD ,Segment Fallback
13551,Lost,5,PARTY BUNTING,Segment Fallback
13552,Loyal,1,SET OF 60 PANTRY DESIGN CAKE CASES ,Collaborative Filtering
13552,Loyal,2,LUNCH BAG RED RETROSPOT,Collaborative Filtering
13552,Loyal,3,SET OF 3 CAKE TINS PANTRY DESIGN ,Collaborative Filtering
13552,Loyal,4,PACK OF 72 RETROSPOT CAKE CASES,Collaborative Filtering
13552,Loyal,5,LUNCH BAG SPACEBOY DESIGN ,Collaborative Filtering
13555,Loyal,1,SET OF 3 CAKE TINS PANTRY DESIGN ,Collaborative Filtering
13555,Loyal,2,PACK OF 72 RETROSPOT CAKE CASES,Collaborative Filtering
13555,Loyal,3,SET OF 60 PANTRY DESIGN CAKE CASES ,Collaborative Filtering
13555,Loyal,4,LUNCH BAG ALPHABET DESIGN,Collaborative Filtering
13555,Loyal,5,LUNCH BAG RED RETROSPOT,Collaborative Filtering
13557,Lost,1,WHITE HANGING HEART T-LIGHT HOLDER,Segment Fallback
13557,Lost,2,REGENCY CAKESTAND 3 TIER,Segment Fallback
13557,Lost,3,ASSORTED COLOUR BIRD ORNAMENT,Segment Fallback
13557,Lost,4,NATURAL SLATE HEART CHALKBOARD ,Segment Fallback
13557,Lost,5,PARTY BUNTING,Segment Fallback
13561,Lost,1,WHITE HANGING HEART T-LIGHT HOLDER,Segment Fallback
13561,Lost,2,REGENCY CAKESTAND 3 TIER,Segment Fallback
13561,Lost,3,ASSORTED COLOUR BIRD ORNAMENT,Segment Fallback
13561,Lost,4,NATURAL SLATE HEART CHALKBOARD ,Segment Fallback
13561,Lost,5,PARTY BUNTING,Segment Fallback
13562,Loyal,1,JUMBO STORAGE BAG SUKI,Collaborative Filtering
13562,Loyal,2,JUMBO BAG 50'S CHRISTMAS ,Collaborative Filtering
13562,Loyal,3,LUNCH BAG RED RETROSPOT,Collaborative Filtering
13562,Loyal,4,JUMBO BAG SPACEBOY DESIGN,Collaborative Filtering
13562,Loyal,5,LUNCH BAG PINK POLKADOT,Collaborative Filtering
13563,At-Risk,1,WHITE HANGING HEART T-LIGHT HOLDER,Collaborative Filtering
13563,At-Risk,2,HEART OF WICKER SMALL,Collaborative Filtering
13563,At-Risk,3,LARGE WHITE HEART OF WICKER,Collaborative Filtering
13563,At-Risk,4,PLEASE ONE PERSON METAL SIGN,Collaborative Filtering
13563,At-Risk,5,GIN + TONIC DIET METAL SIGN,Collaborative Filtering
13564,Loyal,1,HOT WATER BOTTLE KEEP CALM,Collaborative Filtering
13564,Loyal,2,WHITE HANGING HEART T-LIGHT HOLDER,Collaborative Filtering
13564,Loyal,3,GIN + TONIC DIET METAL SIGN,Collaborative Filtering
13564,Loyal,4,RETROSPOT HEART HOT WATER BOTTLE,Collaborative Filtering
13564,Loyal,5,HAND OVER THE CHOCOLATE   SIGN ,Collaborative Filtering
13565,Lost,1,WHITE HANGING HEART T-LIGHT HOLDER,Segment Fallback
13565,Lost,2,REGENCY CAKESTAND 3 TIER,Segment Fallback
13565,Lost,3,ASSORTED COLOUR BIRD ORNAMENT,Segment Fallback
13565,Lost,4,NATURAL SLATE HEART CHALKBOARD ,Segment Fallback
13565,Lost,5,PARTY BUNTING,Segment Fallback
13566,At-Risk,1,REGENCY CAKESTAND 3 TIER,Segment Fallback
13566,At-Risk,2,WHITE HANGING HEART T-LIGHT HOLDER,Segment Fallback
13566,At-Risk,3,BAKING SET 9 PIECE RETROSPOT ,Segment Fallback
13566,At-Risk,4,PARTY BUNTING,Segment Fallback
13566,At-Risk,5,ASSORTED COLOUR BIRD ORNAMENT,Segment Fallback
13568,At-Risk,1,REGENCY CAKESTAND 3 TIER,Segment Fallback
13568,At-Risk,2,WHITE HANGING HEART T-LIGHT HOLDER,Segment Fallback
13568,At-Risk,3,BAKING SET 9 PIECE RETROSPOT ,Segment Fallback
13568,At-Risk,4,PARTY BUNTING,Segment Fallback
13568,At-Risk,5,ASSORTED COLOUR BIRD ORNAMENT,Segment Fallback
13569,Lost,1,WHITE HANGING HEART T-LIGHT HOLDER,Segment Fallback
13569,Lost,2,REGENCY CAKESTAND 3 TIER,Segment Fallback
13569,Lost,3,ASSORTED COLOUR BIRD ORNAMENT,Segment Fallback
13569,Lost,4,NATURAL SLATE HEART CHALKBOARD ,Segment Fallback
13569,Lost,5,PARTY BUNTING,Segment Fallback
13570,Lost,1,WHITE HANGING HEART T-LIGHT HOLDER,Segment Fallback
13570,Lost,2,REGENCY CAKESTAND 3 TIER,Segment Fallback
13570,Lost,3,ASSORTED COLOUR BIRD ORNAMENT,Segment Fallback
13570,Lost,4,NATURAL SLATE HEART CHALKBOARD ,Segment Fallback
13570,Lost,5,PARTY BUNTING,Segment Fallback
13571,Loyal,1,LUNCH BAG RED RETROSPOT,Collaborative Filtering
13571,Loyal,2,LUNCH BAG  BLACK SKULL.,Collaborative Filtering
13571,Loyal,3,LUNCH BAG SPACEBOY DESIGN ,Collaborative Filtering
13571,Loyal,4,LUNCH BAG PINK POLKADOT,Collaborative Filtering
13571,Loyal,5,LUNCH BAG ALPHABET DESIGN,Collaborative Filtering
13572,At-Risk,1,REGENCY CAKESTAND 3 TIER,Segment Fallback
13572,At-Risk,2,WHITE HANGING HEART T-LIGHT HOLDER,Segment Fallback
13572,At-Risk,3,BAKING SET 9 PIECE RETROSPOT ,Segment Fallback
13572,At-Risk,4,PARTY BUNTING,Segment Fallback
13572,At-Risk,5,ASSORTED COLOUR BIRD ORNAMENT,Segment Fallback
13573,Lost,1,WHITE HANGING HEART T-LIGHT HOLDER,Segment Fallback
13573,Lost,2,REGENCY CAKESTAND 3 TIER,Segment Fallback
13573,Lost,3,ASSORTED COLOUR BIRD ORNAMENT,Segment Fallback
13573,Lost,4,NATURAL SLATE HEART CHALKBOARD ,Segment Fallback
13573,Lost,5,PARTY BUNTING,Segment Fallback
13575,At-Risk,1,LUNCH BAG RED RETROSPOT,Collaborative Filtering
13575,At-Risk,2,LUNCH BAG CARS BLUE,Collaborative Filtering
13575,At-Risk,3,LUNCH BAG PINK POLKADOT,Collaborative Filtering
13575,At-Risk,4,LUNCH BAG ALPHABET DESIGN,Collaborative Filtering
13575,At-Risk,5,LUNCH BAG SUKI DESIGN ,Collaborative Filtering
13576,Loyal,1,WHITE HANGING HEART T-LIGHT HOLDER,Collaborative Filtering
13576,Loyal,2,RED HANGING HEART T-LIGHT HOLDER,Collaborative Filtering
13576,Loyal,3,HEART OF WICKER SMALL,Collaborative Filtering
13576,Loyal,4,HEART OF WICKER LARGE,Collaborative Filtering
13576,Loyal,5,WOODEN PICTURE FRAME WHITE FINISH,Collaborative Filtering
13577,Loyal,1,LUNCH BAG APPLE DESIGN,Collaborative Filtering
13577,Loyal,2,JUMBO BAG SPACEBOY DESIGN,Collaborative Filtering
13577,Loyal,3,LUNCH BAG ALPHABET DESIGN,Collaborative Filtering
13577,Loyal,4,LUNCH BAG PINK POLKADOT,Collaborative Filtering
13577,Loyal,5,LUNCH BAG SPACEBOY DESIGN ,Collaborative Filtering
13579,Lost,1,WHITE HANGING HEART T-LIGHT HOLDER,Segment Fallback
13579,Lost,2,REGENCY CAKESTAND 3 TIER,Segment Fallback
13579,Lost,3,ASSORTED COLOUR BIRD ORNAMENT,Segment Fallback
13579,Lost,4,NATURAL SLATE HEART CHALKBOARD ,Segment Fallback
13579,Lost,5,PARTY BUNTING,Segment Fallback
13581,Lost,1,WHITE HANGING HEART T-LIGHT HOLDER,Segment Fallback
13581,Lost,2,REGENCY CAKESTAND 3 TIER,Segment Fallback
13581,Lost,3,ASSORTED COLOUR BIRD ORNAMENT,Segment Fallback
13581,Lost,4,NATURAL SLATE HEART CHALKBOARD ,Segment Fallback
13581,Lost,5,PARTY BUNTING,Segment Fallback
13583,At-Risk,1,REGENCY CAKESTAND 3 TIER,Segment Fallback
13583,At-Risk,2,WHITE HANGING HEART T-LIGHT HOLDER,Segment Fallback
13583,At-Risk,3,BAKING SET 9 PIECE RETROSPOT ,Segment Fallback
13583,At-Risk,4,PARTY BUNTING,Segment Fallback
13583,At-Risk,5,ASSORTED COLOUR BIRD ORNAMENT,Segment Fallback
13584,Lost,1,WHITE HANGING HEART T-LIGHT HOLDER,Segment Fallback
13584,Lost,2,REGENCY CAKESTAND 3 TIER,Segment Fallback
13584,Lost,3,ASSORTED COLOUR BIRD ORNAMENT,Segment Fallback
13584,Lost,4,NATURAL SLATE HEART CHALKBOARD ,Segment Fallback
13584,Lost,5,PARTY BUNTING,Segment Fallback
13588,Loyal,1,PAPER CHAIN KIT VINTAGE CHRISTMAS,Collaborative Filtering
13588,Loyal,2,GINGERBREAD MAN COOKIE CUTTER,Collaborative Filtering
13588,Loyal,3,LUNCH BAG SPACEBOY DESIGN ,Collaborative Filtering
13588,Loyal,4,RABBIT NIGHT LIGHT,Collaborative Filtering
13588,Loyal,5,WOODEN BOX OF DOMINOES,Collaborative Filtering
13589,At-Risk,1,REGENCY CAKESTAND 3 TIER,Segment Fallback
13589,At-Risk,2,WHITE HANGING HEART T-LIGHT HOLDER,Segment Fallback
13589,At-Risk,3,BAKING SET 9 PIECE RETROSPOT ,Segment Fallback
13589,At-Risk,4,PARTY BUNTING,Segment Fallback
13589,At-Risk,5,ASSORTED COLOUR BIRD ORNAMENT,Segment Fallback
13590,Loyal,1,LUNCH BAG CARS BLUE,Collaborative Filtering
13590,Loyal,2,LUNCH BAG ALPHABET DESIGN,Collaborative Filtering
13590,Loyal,3,LUNCH BAG SUKI DESIGN ,Collaborative Filtering
13590,Loyal,4,LUNCH BAG APPLE DESIGN,Collaborative Filtering
13590,Loyal,5,JUMBO BAG ALPHABET,Collaborative Filtering
13591,At-Risk,1,LUNCH BAG RED RETROSPOT,Collaborative Filtering
13591,At-Risk,2,LUNCH BAG SPACEBOY DESIGN ,Collaborative Filtering
13591,At-Risk,3,PAPER CHAIN KIT VINTAGE CHRISTMAS,Collaborative Filtering
13591,At-Risk,4,LUNCH BAG PINK POLKADOT,Collaborative Filtering
13591,At-Risk,5,JUMBO BAG ALPHABET,Collaborative Filtering
13592,At-Risk,1,LUNCH BAG RED RETROSPOT,Collaborative Filtering
13592,At-Risk,2,PACK OF 72 RETROSPOT CAKE CASES,Collaborative Filtering
13592,At-Risk,3,POPPY'S PLAYHOUSE KITCHEN,Collaborative Filtering
13592,At-Risk,4,SET OF 3 REGENCY CAKE TINS,Collaborative Filtering
13592,At-Risk,5,RED RETROSPOT BOWL,Collaborative Filtering
13593,Loyal,1,SET OF 3 CAKE TINS PANTRY DESIGN ,Collaborative Filtering
13593,Loyal,2,REGENCY CAKESTAND 3 TIER,Collaborative Filtering
13593,Loyal,3,GARDENERS KNEELING PAD KEEP CALM ,Collaborative Filtering
13593,Loyal,4,ASSORTED COLOUR BIRD ORNAMENT,Collaborative Filtering
13593,Loyal,5,HOT WATER BOTTLE KEEP CALM,Collaborative Filtering
13599,Loyal,1,LUNCH BAG RED RETROSPOT,Collaborative Filtering
13599,Loyal,2,LUNCH BAG PINK POLKADOT,Collaborative Filtering
13599,Loyal,3,JUMBO BAG VINTAGE LEAF,Collaborative Filtering
13599,Loyal,4,LUNCH BAG VINTAGE DOILY ,Collaborative Filtering
13599,Loyal,5,LUNCH BAG APPLE DESIGN,Collaborative Filtering
13600,Lost,1,WHITE HANGING HEART T-LIGHT HOLDER,Segment Fallback
13600,Lost,2,REGENCY CAKESTAND 3 TIER,Segment Fallback
13600,Lost,3,ASSORTED COLOUR BIRD ORNAMENT,Segment Fallback
13600,Lost,4,NATURAL SLATE HEART CHALKBOARD ,Segment Fallback
13600,Lost,5,PARTY BUNTING,Segment Fallback
13601,Lost,1,WHITE HANGING HEART T-LIGHT HOLDER,Segment Fallback
13601,Lost,2,REGENCY CAKESTAND 3 TIER,Segment Fallback
13601,Lost,3,ASSORTED COLOUR BIRD ORNAMENT,Segment Fallback
13601,Lost,4,NATURAL SLATE HEART CHALKBOARD ,Segment Fallback
13601,Lost,5,PARTY BUNTING,Segment Fallback
13606,Lost,1,PACK OF 72 RETROSPOT CAKE CASES,Collaborative Filtering
13606,Lost,2,JAM MAKING SET PRINTED,Collaborative Filtering
13606,Lost,3,LUNCH BAG RED RETROSPOT,Collaborative Filtering
13606,Lost,4,SET OF 60 PANTRY DESIGN CAKE CASES ,Collaborative Filtering
13606,Lost,5,60 TEATIME FAIRY CAKE CASES,Collaborative Filtering
13610,Loyal,1,SET OF 3 CAKE TINS PANTRY DESIGN ,Collaborative Filtering
13610,Loyal,2,SPOTTY BUNTING,Collaborative Filtering
13610,Loyal,3,WHITE HANGING HEART T-LIGHT HOLDER,Collaborative Filtering
13610,Loyal,4,SET OF 60 PANTRY DESIGN CAKE CASES ,Collaborative Filtering
13610,Loyal,5,PAPER CHAIN KIT 50'S CHRISTMAS ,Collaborative Filtering
13611,Loyal,1,WHITE HANGING HEART T-LIGHT HOLDER,Collaborative Filtering
13611,Loyal,2,PAPER CHAIN KIT 50'S CHRISTMAS ,Collaborative Filtering
13611,Loyal,3,HEART OF WICKER SMALL,Collaborative Filtering
13611,Loyal,4,HEART OF WICKER LARGE,Collaborative Filtering
13611,Loyal,5,SPOTTY BUNTING,Collaborative Filtering
13614,Loyal,1,PACK OF 72 RETROSPOT CAKE CASES,Collaborative Filtering
13614,Loyal,2,RECIPE BOX PANTRY YELLOW DESIGN,Collaborative Filtering
13614,Loyal,3,LUNCH BAG RED RETROSPOT,Collaborative Filtering
13614,Loyal,4,PAPER CHAIN KIT 50'S CHRISTMAS ,Collaborative Filtering
13614,Loyal,5,WHITE HANGING HEART T-LIGHT HOLDER,Collaborative Filtering
13615,Lost,1,WHITE HANGING HEART T-LIGHT HOLDER,Segment Fallback
13615,Lost,2,REGENCY CAKESTAND 3 TIER,Segment Fallback
13615,Lost,3,ASSORTED COLOUR BIRD ORNAMENT,Segment Fallback
13615,Lost,4,NATURAL SLATE HEART CHALKBOARD ,Segment Fallback
13615,Lost,5,PARTY BUNTING,Segment Fallback
13617,At-Risk,1,WOODEN FRAME ANTIQUE WHITE ,Collaborative Filtering
13617,At-Risk,2,HEART OF WICKER SMALL,Collaborative Filtering
13617,At-Risk,3,WHITE HANGING HEART T-LIGHT HOLDER,Collaborative Filtering
13617,At-Risk,4,HEART OF WICKER LARGE,Collaborative Filtering
